2.024010100000000000e+07,4.444444444444444642e+00
2.024010200000000000e+07,4.444444444444444642e+00
2.024010300000000000e+07,1.666666666666666519e+00
2.024010400000000000e+07,5.000000000000000000e+00
2.024010500000000000e+07,5.555555555555555802e-01
2.024010600000000000e+07,2.777777777777777679e+00
2.024010700000000000e+07,5.555555555555555358e+00
2.024010800000000000e+07,5.000000000000000000e+00
2.024010900000000000e+07,6.666666666666666075e+00
2.024011000000000000e+07,1.111111111111111072e+01
2.024011100000000000e+07,5.555555555555555358e+00
2.024011200000000000e+07,5.000000000000000000e+00
2.024011300000000000e+07,1.166666666666666607e+01
2.024011400000000000e+07,5.555555555555555358e+00
2.024011500000000000e+07,1.666666666666666519e+00
2.024011600000000000e+07,-5.555555555555555802e-01
2.024011700000000000e+07,-4.444444444444444642e+00
2.024011800000000000e+07,0.000000000000000000e+00
2.024011900000000000e+07,3.333333333333333037e+00
2.024012000000000000e+07,-1.666666666666666519e+00
2.024012100000000000e+07,-3.333333333333333037e+00
2.024012200000000000e+07,-1.666666666666666519e+00
2.024012300000000000e+07,3.333333333333333037e+00
2.024012400000000000e+07,1.166666666666666607e+01
2.024012500000000000e+07,1.833333333333333215e+01
2.024012600000000000e+07,2.055555555555555358e+01
2.024012700000000000e+07,1.555555555555555536e+01
2.024012800000000000e+07,8.333333333333333925e+00
2.024012900000000000e+07,8.333333333333333925e+00
2.024013000000000000e+07,4.444444444444444642e+00
2.024013100000000000e+07,5.000000000000000000e+00
2.024020100000000000e+07,5.000000000000000000e+00
2.024020200000000000e+07,7.777777777777777679e+00
2.024020300000000000e+07,5.555555555555555358e+00
2.024020400000000000e+07,4.444444444444444642e+00
2.024020500000000000e+07,5.000000000000000000e+00
2.024020600000000000e+07,3.888888888888888840e+00
2.024020700000000000e+07,2.777777777777777679e+00
2.024020800000000000e+07,5.000000000000000000e+00
2.024020900000000000e+07,9.444444444444444642e+00
2.024021000000000000e+07,1.333333333333333215e+01
2.024021100000000000e+07,1.388888888888888928e+01
2.024021200000000000e+07,1.000000000000000000e+01
2.024021300000000000e+07,7.777777777777777679e+00
2.024021400000000000e+07,5.555555555555555358e+00
2.024021500000000000e+07,4.444444444444444642e+00
2.024021600000000000e+07,1.000000000000000000e+01
2.024021700000000000e+07,5.555555555555555358e+00
2.024021800000000000e+07,1.666666666666666519e+00
2.024021900000000000e+07,4.444444444444444642e+00
2.024022000000000000e+07,3.888888888888888840e+00
